Order,Family,Genus,Species,Outcome_Binary,Outcome_Count,binom,AdultMass_g,SexMat_d,Gest_d,IBI_d,LitterSize,Litters_Yr,BirthWt_g,Wean_d,WeanWt_g,MaxLong_m
Primates,Pitheciidae,Pithecia,aequatorialis,0,0,Pithecia aequatorialis,2375.91,767.7028252,144.3036061,265.2874718,1.090701819,1.269691517,58.62234163,105.1653693,361.5993088,178.8
Primates,Pitheciidae,Pithecia,albicans,0,0,Pithecia albicans,2800.07,1330.892189,156.6400622,414.8987026,1.017959933,0.940269784,158.8678731,152.5319917,871.4041474,254.1388645
Primates,Pitheciidae,Pithecia,irrorata,0,0,Pithecia irrorata,2308.17,1192.113869,151.3959978,403.7196459,1.016235943,0.978395089,112.1648945,155.637314,772.6093551,282.1832277
Primates,Pitheciidae,Pithecia,monachus,0,0,Pithecia monachus,2109.55,1222.593157,155.1517653,408.5585465,1.02,0.970572624,119.85,146.5694746,759.541484,295.2
Primates,Pitheciidae,Pithecia,pithecia,0,0,Pithecia pithecia,1667.19,1089.37,161.13,448.03,1.01,1,92.76419398,113.15,640.633598,248.4
Rodentia,Capromyidae,Plagiodontia,aedium,0,0,Plagiodontia aedium,1268.86,366.0851753,136.5,160.9097907,1.14,2.015542863,105.76,15.86973996,335.4812467,118.8
Rodentia,Capromyidae,Plagiodontia,araeum,0,0,Plagiodontia araeum,956.592508,271.320574,99.59229325,128.313102,1.525222518,2.067588643,67.56859694,14.00465405,219.9283101,116.7461394
Rodentia,Capromyidae,Plagiodontia,ipnaeum,0,0,Plagiodontia ipnaeum,958.9797616,219.1765952,91.34635342,106.4543531,1.80633501,2.404412112,64.49907104,17.37734204,214.8846473,113.7858182
Dasyuromorphia,Dasyuridae,Planigale,gilesi,0,0,Planigale gilesi,9.34,272.11,15.74,341,5.23,2,0.0097,83.52,4.93,60
Dasyuromorphia,Dasyuridae,Planigale,ingrami,0,0,Planigale ingrami,6.27,274.3173128,19.47589189,209.4610005,7.48,2,0.011035611,89.74,2.74088871,15.6
Dasyuromorphia,Dasyuridae,Planigale,maculata,0,0,Planigale maculata,12,308.79,19.74,91,7.64,2,0.015043003,70.72,2.2,48
Dasyuromorphia,Dasyuridae,Planigale,novaeguineae,0,0,Planigale novaeguineae,14.9,319.3425904,19.86587175,194.153227,6.331403803,1.86655073,0.010098165,90.32754716,3.673831335,39.16469828
Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,0,0,Planigale tenuirostris,6.27,272.11,19,211.5,5.99,2,0.009118738,94.46,2.33,36
Rodentia,Platacanthomyidae,Platacanthomys,lasiurus,0,0,Platacanthomys lasiurus,75,234.3934283,76.42459995,109.5217325,2.089635034,1.94470038,9.430262617,39.50634362,59.29072208,20.4
Chiroptera,Phyllostomidae,Platalina,genovensium,0,0,Platalina genovensium,24.55877464,250.8847295,112.0986843,170.2194515,0.98,1.971437707,4.45036567,44.8285181,12.61485786,104.671023
Cetacea,Platanistidae,Platanista,gangetica,0,0,Platanista gangetica,93481.96,3652,304.16,860.0137454,0.97,0.383325844,19090.43278,339.47,90270.92726,336
Cetacea,Platanistidae,Platanista,minor,0,0,Platanista minor,75990.24,2116.488523,304.16,779.1906815,1,0.454471502,7000,339.47,61482.9234,336
Chiroptera,Molossidae,Platymops,setiger,0,0,Platymops setiger,15.06563125,310.7720438,94.87473657,180.4110655,1,1.850235242,3.543914182,54.48352911,9.584733644,109.1447926
Chiroptera,Phyllostomidae,Platyrrhinus,aurarius,0,0,Platyrrhinus aurarius,35.12,281.6784866,109.8880175,172.200903,0.985586484,1.988525758,7.378719866,46.00491004,17.67269839,115.9891491
Chiroptera,Phyllostomidae,Platyrrhinus,brachycephalus,0,0,Platyrrhinus brachycephalus,14.26,256.8738077,116.4213118,162.9046592,0.98,1.986184991,2.747446414,43.32295751,8.868375717,110.2569186
Chiroptera,Phyllostomidae,Platyrrhinus,chocoensis,0,0,Platyrrhinus chocoensis,20.2523066,280.9565685,111.2380385,167.0134013,0.983187958,1.986184991,4.118345512,45.38346729,11.33527302,123.5001993
Chiroptera,Phyllostomidae,Platyrrhinus,dorsalis,0,0,Platyrrhinus dorsalis,26,283.5391529,110.8609762,169.5106883,0.99,2,6.987664541,44.09126666,16.49351958,120.8717527
Chiroptera,Phyllostomidae,Platyrrhinus,helleri,0,0,Platyrrhinus helleri,13.44,256.7409533,112.3876666,162.1997366,0.99,2,2.879674041,45.48151451,8.946375939,108.5547055
Chiroptera,Phyllostomidae,Platyrrhinus,infuscus,0,0,Platyrrhinus infuscus,50.76,297.203073,116.4308649,184.1101521,0.98,1.96012733,8.42742364,50.6879964,22.7728414,118.8692819
Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,0,0,Platyrrhinus lineatus,24.34,284.5055295,107.97,170.4336986,0.99,2,8.3,43.36215064,16.5994485,122.4
Chiroptera,Phyllostomidae,Platyrrhinus,recifinus,0,0,Platyrrhinus recifinus,26.94692994,278.9442468,109.5498905,169.744513,0.987691002,1.994254627,6.759151167,43.92895211,16.54927355,119.9177793
Chiroptera,Phyllostomidae,Platyrrhinus,umbratus,0,0,Platyrrhinus umbratus,25.17,271.1857798,109.1206756,166.8529564,0.98728898,2,5.226359066,43.66639464,13.58351089,120.9378976
Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,0,0,Platyrrhinus vittatus,37.01,282.484369,110.8283337,174.2778225,0.98,1.988525758,7.70563459,48.13958035,18.23987329,114.0087697
Chiroptera,Vespertilionidae,Plecotus,alpinus,0,0,Plecotus alpinus,7.264008567,376.9655889,97.10202606,188.2897952,1.176399285,1.789669412,1.762932687,48.91785633,5.23088979,205.1089276
Chiroptera,Vespertilionidae,Plecotus,auritus,0,0,Plecotus auritus,8.19,338.33,65.12,365,1.22,1,2.09,42.09,5.7,360
Chiroptera,Vespertilionidae,Plecotus,austriacus,0,0,Plecotus austriacus,6.75,377.0190166,98.24809323,185.8449,1.326801619,1.751148718,1.627209375,46.99219055,4.683335301,180
Chiroptera,Vespertilionidae,Plecotus,balensis,0,0,Plecotus balensis,7.018037929,387.304064,96.86512921,189.8126621,1.146430645,1.789669412,1.686172299,49.47448934,5.412298232,208.3143921
Chiroptera,Vespertilionidae,Plecotus,kolombatovici,0,0,Plecotus kolombatovici,8.128879764,393.7544371,93.26283787,190.4983486,1.215931699,1.76411088,1.875971444,47.16497922,5.808007145,213.708463
Chiroptera,Vespertilionidae,Plecotus,sardus,0,0,Plecotus sardus,7.432480977,386.2787185,94.07032597,187.5927021,1.264620283,1.765328411,1.807135134,47.18423026,5.244623662,208.9145364
Chiroptera,Vespertilionidae,Plecotus,taivanus,0,0,Plecotus taivanus,7.914939903,399.2621044,96.83180738,190.4983486,1.222489931,1.72872621,1.827631519,46.7586734,5.216124311,218.2230424
Chiroptera,Vespertilionidae,Plecotus,teneriffae,0,0,Plecotus teneriffae,7.984049181,394.3383042,94.73547045,188.6191416,1.267945343,1.759043142,1.824455823,46.86527719,5.193855725,213.170193
Chiroptera,Pteropodidae,Plerotes,anchietae,0,0,Plerotes anchietae,43.07616396,267.2478757,130.5726168,186.4495387,0.991354506,1.882750887,7.549756222,70.04672483,24.30478108,106.0522794
Erinaceomorpha,Erinaceidae,Podogymnura,aureospinula,0,0,Podogymnura aureospinula,262.33375,224.0292635,39.54889255,145.2344108,3.312273457,1.858181318,10.76439535,44.63611369,93.62118758,85.13373557
Erinaceomorpha,Erinaceidae,Podogymnura,truei,0,0,Podogymnura truei,262.33375,224.0292635,39.54889255,145.2344108,3.312273457,1.858181318,10.76439535,44.63611369,93.62118758,85.13373557
Rodentia,Cricetidae,Podomys,floridanus,0,0,Podomys floridanus,30.74,40.36,23,33,2.6,2.993427385,2.39,24.81,12.5,88
Rodentia,Cricetidae,Podoxymys,roraimae,0,0,Podoxymys roraimae,33.79,59.1169684,26.76387466,29.20449942,2.676553776,2.788281983,2.585716426,23.55871501,13.78779869,46.16700355
Carnivora,Mustelidae,Poecilogale,albinucha,0,0,Poecilogale albinucha,308.16,914.79,32.55,243.33,2.23,1.5,4,76.56,50,62.4
Lagomorpha,Leporidae,Poelagus,marjorita,0,0,Poelagus marjorita,2509.7,204.2463539,34.99,45.34864369,1.19,3.512105257,43.04250968,30.66449327,298.4979585,125.8925656
Rodentia,Muridae,Pogonomelomys,bruijni,0,0,Pogonomelomys bruijni,108.2958453,67.71482174,28.07900732,44.76716734,2.270816758,3.672753402,5.958141589,21.93568475,33.11249478,46.08619373
Rodentia,Muridae,Pogonomelomys,mayeri,0,0,Pogonomelomys mayeri,111.97,71.3667554,32.74506594,45.87899537,2.15,3.733597333,8.84900932,21.43890761,38.67277011,47.63024363
Rodentia,Muridae,Pogonomys,championi,0,0,Pogonomys championi,50.45,75.69617001,27.32924895,37.34669043,2.15,3.864177673,4.227178068,22.55529387,19.73300013,47.83765287
Rodentia,Muridae,Pogonomys,fergussoniensis,0,0,Pogonomys fergussoniensis,49.10753959,74.15059345,25.67233302,35.03014046,2.794150685,3.771207541,3.421203805,22.27169454,17.57001427,38.19737637
Rodentia,Muridae,Pogonomys,loriae,0,0,Pogonomys loriae,95.39,79.78202337,25.82301783,49.39924094,2.68,3.784060949,5.264304781,22.26946107,30.94577603,41.93149698
Rodentia,Muridae,Pogonomys,macrourus,0,0,Pogonomys macrourus,46.98,79.52024907,25.86290226,33.73589087,2.81,3.261078927,3.194461484,23.28912105,16.7696038,29
Rodentia,Muridae,Pogonomys,sylvestris,0,0,Pogonomys sylvestris,41.67,78.79229594,26.44014768,33.14830098,2.64,3.584173044,2.828586797,22.89643842,14.44903251,44.61527495
Carnivora,Viverridae,Poiana,leightoni,0,0,Poiana leightoni,935.329114,332.0111978,56.10871558,190.4809969,2.281931407,1.893359499,33.16343893,52.38156936,278.9222956,112.5794476
Carnivora,Viverridae,Poiana,richardsonii,0,0,Poiana richardsonii,570.08,362.3627376,55.99373505,189.0677331,2.23,1.878337729,22.88833215,50.65220812,213.403585,64
Primates,Hominidae,Pongo,abelii,0,0,Pongo abelii,39696.12,2133.702179,203.8869023,930.7834404,1.025223557,0.398252084,695.6273879,459.9410324,5302.024725,365.9317986
Primates,Hominidae,Pongo,pygmaeus,0,0,Pongo pygmaeus,53408.29,3318.62,259.42,2007.5,1.07,0.2,1644.2,1088.8,10537.59,720
Cetacea,Iniidae,Pontoporia,blainvillei,0,0,Pontoporia blainvillei,40499.99,980.44,326.89,730,1,0.5,7900,316.09,28387.17396,192
Artiodactyla,Suidae,Potamochoerus,larvatus,0,0,Potamochoerus larvatus,69063.79,549.5312477,121.73,334.8640276,2.73,1.167658082,750.9745645,82.39333156,7793.415638,202.8678568
Artiodactyla,Suidae,Potamochoerus,porcus,0,0,Potamochoerus porcus,70000.31,1113.7,120,365,3,1,750,91,8905.425575,240
Afrosoricida,Tenrecidae,Potamogale,velox,0,0,Potamogale velox,670.99,216.7605654,50.00949979,114.5546316,2.5,2,20.3024985,32.97440472,155.7794077,80.71964817
Diprotodontia,Potoroidae,Potorous,gilbertii,0,0,Potorous gilbertii,1569.46,467.4729984,28.69206271,156.9558814,1,1.965816603,0.372814246,208.67,277.0949691,116.2763396
Diprotodontia,Potoroidae,Potorous,longipes,0,0,Potorous longipes,1835.06,855.56,38,151,1,2.005279157,0.978493198,161,508.03,120
Diprotodontia,Potoroidae,Potorous,platyops,0,0,Potorous platyops,499.99,322.2779589,25.58126334,122.6220968,1.154647289,2.24954654,0.345142491,143.8747744,221.614507,112.6437833
Diprotodontia,Potoroidae,Potorous,tridactylus,0,0,Potorous tridactylus,1054.67,413.84,33.55,133,1,2,0.31,167.33,203.46,144
Carnivora,Procyonidae,Potos,flavus,0,0,Potos flavus,2441.81,858.41,116.8,365,1.11,1,171.84,109.13,1447.945806,348
Rodentia,Muridae,Praomys,daltoni,0,0,Praomys daltoni,34.99,140,27.64,65.7925356,5.44,2,1.5,25.09416896,8,50.38831853
Rodentia,Muridae,Praomys,degraaffi,0,0,Praomys degraaffi,36.62894864,79.03713159,28.6527267,34.76221056,3.646077569,2.764578488,2.410383588,27.27701256,12.43063345,56.56785018
Rodentia,Muridae,Praomys,delectorum,0,0,Praomys delectorum,35.99,82.43288122,26.96753475,35.75436015,3.88,2.599359111,2.331212553,27.91989464,12.24252271,57.58946008
Rodentia,Muridae,Praomys,derooi,0,0,Praomys derooi,32,82.83917455,27.76011885,35.51329555,3.75,2.6592566,2.288465214,27.49397681,11.90042719,58.42591361
Rodentia,Muridae,Praomys,hartwigi,0,0,Praomys hartwigi,38.86,80.60814357,27.7055497,34.7948568,3.49,2.791116764,2.467610807,27.30309028,13.84868355,57.4972676
Rodentia,Muridae,Praomys,jacksoni,0,0,Praomys jacksoni,39.01,74.2,35.49,39.62277016,3.67,2.968229598,3.598848685,30,20,62.01394479
Rodentia,Muridae,Praomys,lukolelae,0,0,Praomys lukolelae,42.2,79.42514827,28.10545638,35.18503481,3.565516947,2.73290991,3.083083216,26.61081259,16.19886618,57.17013658
Rodentia,Muridae,Praomys,minor,0,0,Praomys minor,42.94514473,79.6132805,27.70637635,35.29445634,3.554934657,2.718622336,3.147577571,26.82062197,16.21590873,58.51355521
Rodentia,Muridae,Praomys,misonnei,0,0,Praomys misonnei,43.68832754,79.61545396,27.24667505,35.19191922,3.563824242,2.704790536,3.127751943,26.54068223,16.51923069,57.31103475
Rodentia,Muridae,Praomys,morio,0,0,Praomys morio,41.73,79.71,35.99,39.79028307,3.28,2.682966109,2.68,30.77,14.77733035,59.69555558
Rodentia,Muridae,Praomys,mutoni,0,0,Praomys mutoni,41.07545058,79.35696914,27.35257281,34.79626073,3.561508345,2.769321812,2.719974138,27.11547867,13.94935914,57.31315954
Rodentia,Muridae,Praomys,obscurus,0,0,Praomys obscurus,46.49848705,79.17973961,27.07468571,35.96893703,3.760164886,2.693382254,3.285669775,26.832051,17.24551879,57.28224847
Rodentia,Muridae,Praomys,petteri,0,0,Praomys petteri,41.67141422,78.17045152,27.0473538,34.9394594,3.584437623,2.718726854,2.727228151,27.20568202,14.0263747,56.7560612
Rodentia,Muridae,Praomys,rostratus,0,0,Praomys rostratus,42.81933591,77.93612915,26.94347402,35.09862248,3.615999065,2.68307536,2.924629756,27.2394164,15.22964908,56.42950055
Rodentia,Muridae,Praomys,tullbergi,0,0,Praomys tullbergi,37.1,57.07,23.9,24,3.36,4,2.7,24.5,10.5,62.4
Rodentia,Muridae,Praomys,verschureni,0,0,Praomys verschureni,40.79352585,78.28127582,26.92490825,34.69285793,3.570236917,2.717890385,2.607320944,27.26020993,13.80162684,56.73626402
Primates,Cercopithecidae,Presbytis,chrysomelas,0,0,Presbytis chrysomelas,6394.86288,1418.281269,169.040679,455.3253117,1.016945716,0.833591956,388.9181782,284.5465093,1391.834533,298.2535356
Primates,Cercopithecidae,Presbytis,comata,0,0,Presbytis comata,6550.07,1407.37155,168.7618427,439.6982234,1.01,0.84472077,398.2194548,285.3437063,1404.49261,291.3396395
Primates,Cercopithecidae,Presbytis,femoralis,0,0,Presbytis femoralis,7026.91,1374.595754,170.1787739,429.1941784,1.011189848,0.850728288,423.3354449,291.4988146,1579.773579,307.5957716
Primates,Cercopithecidae,Presbytis,frontata,0,0,Presbytis frontata,6096.6,1410.832732,168.8076284,452.5145141,1.023661862,0.820610402,391.8358702,290.6448462,1413.018181,307.5403826
Primates,Cercopithecidae,Presbytis,hosei,0,0,Presbytis hosei,6277.78,1430.804548,169.5270472,450.7468697,1.011188857,0.801836588,393.5984752,304.1874481,1441.446183,304.7357336
Primates,Cercopithecidae,Presbytis,natunae,0,0,Presbytis natunae,6434.877651,1397.006902,168.7940034,450.3556992,1.016700579,0.847844374,394.5698587,279.9772964,1399.239798,290.4435969
Primates,Cercopithecidae,Presbytis,potenziani,0,0,Presbytis potenziani,6449.53,1392.14125,168.6610239,440.0763896,1.02,0.843660777,392.3429031,289.9100641,1406.058667,298.1279016
Primates,Cercopithecidae,Presbytis,rubicunda,0,0,Presbytis rubicunda,6348.53,1458.272795,169.5160519,454.6977251,1.01,0.815571326,393.5984752,301.7705721,1453.158803,303.0418881
Primates,Cercopithecidae,Presbytis,siamensis,0,0,Presbytis siamensis,5895.06,1425.27726,168.1240938,451.6531356,1.016096758,0.810331177,388.3838372,296.46701,1416.516652,310.4754598
Primates,Cercopithecidae,Presbytis,thomasi,0,0,Presbytis thomasi,6689.99,1560.93811,176.8753279,545.0740272,1.015289195,0.663302226,432.0064518,398.724645,1665.687039,327.6141607
Cingulata,Dasypodidae,Priodontes,maximus,0,0,Priodontes maximus,40641.89,327.59,124.24,174.5948018,1.5,1.789973865,113,34.8,1764.944161,180
Carnivora,Felidae,Prionailurus,bengalensis,0,0,Prionailurus bengalensis,2780.97,855.31,70.18,165.56,2.5,1,83,24.85,620,180
Carnivora,Felidae,Prionailurus,iriomotensis,0,0,Prionailurus iriomotensis,3266.547852,531.4288915,67.36300202,195.7372841,2.223209623,1.631282115,88.29418768,67.22270364,764.6707959,184.8765182
Carnivora,Felidae,Prionailurus,planiceps,0,0,Prionailurus planiceps,3533.76,480.182509,56,193.7703554,2.378315373,1.565525185,75.94818251,65.5128478,611.02401,168
Carnivora,Felidae,Prionailurus,rubiginosus,0,0,Prionailurus rubiginosus,1418.75,513.0920863,68,195.807406,2.23,1.75569646,69.01982483,62.99699378,490.3392151,214.8
Carnivora,Felidae,Prionailurus,viverrinus,0,0,Prionailurus viverrinus,8826.46,536.34719,71.43,196.3644374,2,1.654945661,170,135.96,1124.342832,120
Carnivora,Viverridae,Prionodon,linsang,0,0,Prionodon linsang,684.83,336.0724268,56.0816362,182.5,2.3,1.883373008,40,51.29115116,276.7889048,128.4
Carnivora,Viverridae,Prionodon,pardicolor,0,0,Prionodon pardicolor,1142.68,367.1532698,58.6059279,182.5,2,1.913087699,39.55968079,53.84370252,302.7766526,120.9070352
Rodentia,Nesomyidae,Prionomys,batesi,0,0,Prionomys batesi,12.5,91.10727926,25.92151737,74.72104502,3.703250395,2.279350811,1.492368709,27.57484076,10.88758508,37.71966608
Artiodactyla,Bovidae,Procapra,gutturosa,0,0,Procapra gutturosa,28274.27,893.06,189.94,365,1.41,1,2900,38.97,9800.194784,84
Artiodactyla,Bovidae,Procapra,picticaudata,0,0,Procapra picticaudata,23197.67,308.6406982,195.570398,215.7277308,1,1.628256359,2043.640248,57.71751889,6071.313352,152.3307194
Artiodactyla,Bovidae,Procapra,przewalskii,0,0,Procapra przewalskii,27499.99,329.6060011,196.421737,217.8871727,0.999564279,1.558518622,2432.942631,63.87366368,6952.848503,150.2558692
Primates,Cercopithecidae,Procolobus,verus,0,0,Procolobus verus,3977.86,1369.054295,167.84,407.0740666,1.02,0.924297913,288.5046257,201.5886806,1292.049898,302.0053258
Carnivora,Procyonidae,Procyon,cancrivorus,0,0,Procyon cancrivorus,6931.72,631.37,69.35,260.5827415,2.62,1.461020247,70,111.36,740.874332,168
Carnivora,Procyonidae,Procyon,pygmaeus,0,0,Procyon pygmaeus,2958.03,561.3015029,69.47274007,221.3496463,2.152031453,1.62000937,87.00273568,99.61193526,754.5355121,200.6457222
Rodentia,Echimyidae,Proechimys,brevicauda,0,0,Proechimys brevicauda,284.99,104.7140195,64.81234824,78.35931535,2.325645705,3.639997164,22.82440331,22.98845431,101.7836016,81.6
Rodentia,Echimyidae,Proechimys,canicollis,0,0,Proechimys canicollis,312.57,118.1775654,64.41912601,75.88958922,2.278315531,3.47107316,20.85233287,27.1581976,106.9509366,59.18494724
Rodentia,Echimyidae,Proechimys,cuvieri,0,0,Proechimys cuvieri,339.85,102.8880492,62.92699191,76.36338878,2.298130103,3.777946114,25.14728458,25.31461226,119.1986774,63.28813781
Rodentia,Echimyidae,Proechimys,decumanus,0,0,Proechimys decumanus,284.99,117.9761548,64.19966191,77.05401436,2.166510512,3.421338364,16.96430623,26.82520102,98.66244802,61.99579879
Rodentia,Echimyidae,Proechimys,echinothrix,0,0,Proechimys echinothrix,298.1929698,110.6426218,64.53618528,75.29800169,2.313195044,3.612897915,21.99309156,25.52661052,111.2464583,66.04729041
Rodentia,Echimyidae,Proechimys,gardneri,0,0,Proechimys gardneri,295.786685,109.7965484,64.36113524,73.23635614,2.286752319,3.609459486,22.68170265,23.69078206,106.5679977,63.3413042
Rodentia,Echimyidae,Proechimys,goeldii,0,0,Proechimys goeldii,284.99,116.6240818,65.16715828,76.65788302,2.121495862,3.4674934,22.03093279,25.22408633,104.0987545,62.43747194
Rodentia,Echimyidae,Proechimys,guairae,0,0,Proechimys guairae,349.28,73.21,62.99,84.02707389,2.79,4.4,25.45,10.21,111.3593054,84
Rodentia,Echimyidae,Proechimys,guyannensis,0,0,Proechimys guyannensis,314.03,147,63.41,66,2.16,2.987965728,24.7,28,113.6470743,57.6
Rodentia,Echimyidae,Proechimys,hoplomyoides,0,0,Proechimys hoplomyoides,284.99,108.7263458,64.22831281,72.69664931,2.245286613,3.596023368,18.52273553,23.00550406,99.25335707,63.67952592
Rodentia,Echimyidae,Proechimys,kulinae,0,0,Proechimys kulinae,273.8979354,104.4047266,63.29448027,72.54053816,2.216543413,3.541255447,14.73922289,23.40897649,93.38544086,63.29154597
Rodentia,Echimyidae,Proechimys,longicaudatus,0,0,Proechimys longicaudatus,205,105.746087,58.78393865,72.32414852,2.21167649,3.525927042,10.95053218,24.06344145,59.16051394,54.50055481
Rodentia,Echimyidae,Proechimys,magdalenae,0,0,Proechimys magdalenae,284.99,103.7534394,63.59235122,72.29641771,2.263009838,3.53556,16.58198555,22.65834134,96.23967975,68.45737582
Rodentia,Echimyidae,Proechimys,mincae,0,0,Proechimys mincae,284.99,105.1093266,64.26165279,74.21571148,2.224705189,3.570773614,17.55418736,24.51260042,100.721102,66.8730366
Rodentia,Echimyidae,Proechimys,oconnelli,0,0,Proechimys oconnelli,284.99,123.0198074,64.77444983,77.72421225,2.195178821,3.366627233,15.92596776,27.32816889,98.60791244,59.6231139
Rodentia,Echimyidae,Proechimys,pattoni,0,0,Proechimys pattoni,280.4020073,117.6323006,64.10726824,76.29999638,2.154449575,3.388143335,16.45609961,25.30942553,97.65176614,62.18689992
Rodentia,Echimyidae,Proechimys,poliopus,0,0,Proechimys poliopus,284.99,111.9300923,64.46187349,73.30266656,2.221645655,3.594113455,16.83599804,23.27375228,94.86976664,61.84462705
Rodentia,Echimyidae,Proechimys,quadruplicatus,0,0,Proechimys quadruplicatus,284.99,108.9239645,64.10433831,73.30266656,2.216879376,3.575413691,16.30481033,23.30009393,96.50527365,62.91908461
Rodentia,Echimyidae,Proechimys,roberti,0,0,Proechimys roberti,284.99,103.8385129,64.20067191,72.29641771,2.255889596,3.537741886,16.58692884,22.76065013,96.23967975,69.02592519
Rodentia,Echimyidae,Proechimys,simonsi,0,0,Proechimys simonsi,284.99,107.0700118,63.78210317,75.14940391,2.224313411,3.597576386,16.65436687,24.29731655,98.71054596,61.49996494
Rodentia,Echimyidae,Proechimys,steerei,0,0,Proechimys steerei,284.99,106.0562882,64.15039534,74.81050625,2.22335008,3.575203433,16.1325794,24.02696497,97.6644751,63.05850384
Rodentia,Echimyidae,Proechimys,trinitatus,0,0,Proechimys trinitatus,279.6503485,103.6854041,63.20222032,73.50759362,2.263907894,3.55939137,16.36794555,23.76468531,93.68587778,61.4607885
Rodentia,Echimyidae,Proechimys,urichi,0,0,Proechimys urichi,284.99,112.9680398,64.28766523,75.6449442,2.264421779,3.617303991,20.187833,25.23033494,102.6739454,62.94527827
Rodentia,Cricetidae,Proedromys,bedfordi,0,0,Proedromys bedfordi,42.54079525,57.82151202,29.03325806,31.1508028,2.087823539,3.558690077,3.794621254,23.42109824,20.37880382,51.82463442
Carnivora,Felidae,Profelis,aurata,0,0,Profelis aurata,11277.17,650.61,81.34,209.6478083,2.25,1.972930352,211.24,119.32,1511.277053,252
Lagomorpha,Prolagidae,Prolagus,sardus,0,0,Prolagus sardus,150.7102201,153.8683129,25.74155085,42.51717946,4.927011132,2.677630638,8.164653629,21.40518772,69.03643077,52.91653319
Primates,Lemuridae,Prolemur,simus,0,0,Prolemur simus,2030.41,643.6970831,140,365,1,1,53.74448338,109.2782468,512.5735676,144
Rodentia,Cricetidae,Prometheomys,schaposchnikowi,0,0,Prometheomys schaposchnikowi,75,103.8905329,24.09953197,32.09425159,3.4,2,4.043710064,21,28.43321707,45.56355869
Chiroptera,Molossidae,Promops,centralis,0,0,Promops centralis,29.8,300.387719,101.9271425,365,0.99,1,2.44,41.99,11.11401835,103.203076
Chiroptera,Molossidae,Promops,nasutus,0,0,Promops nasutus,15.5,244.6723724,98.15999383,166.2787892,0.991459402,1.979447426,3.57,48.39413188,9.801124015,89.45168268
Lagomorpha,Leporidae,Pronolagus,crassicaudatus,0,0,Pronolagus crassicaudatus,2415.27,199.2820163,36.78201781,41.80499986,1.5,3.684089983,43.37901869,28.53683494,287.7505163,128.3083801
Lagomorpha,Leporidae,Pronolagus,randensis,0,0,Pronolagus randensis,2376.47,198.5526633,38.81407831,44.38263783,1.05,3.665681434,45.97349397,30.17456771,308.1610625,126.7541823
Lagomorpha,Leporidae,Pronolagus,rupestris,0,0,Pronolagus rupestris,2249.99,186.8946156,36.92484292,38.27449134,2,3.673950597,41.31742798,26.9617734,227.3053403,130.8497955
Primates,Indriidae,Propithecus,coquereli,0,0,Propithecus coquereli,4189.27,1392.01,140.99,365,1,1,102.45,180.96,1044.82794,271.4201958
Primates,Indriidae,Propithecus,deckenii,0,0,Propithecus deckenii,2516.250798,865.4520471,141.3396316,372.1390133,1.032831714,1.001705629,91.14267612,163.5028887,833.9185604,268.550649
Primates,Indriidae,Propithecus,diadema,0,0,Propithecus diadema,6568.99,1683.65,152.08,745.2,1.01,0.5,134.99,256.27,1236.350364,252
Primates,Indriidae,Propithecus,edwardsi,0,0,Propithecus edwardsi,6573.27,1399.17943,153.977835,564.1466771,1.037462924,0.708357613,177.3718819,277.6814138,1165.054625,271.5873528
Primates,Indriidae,Propithecus,perrieri,0,0,Propithecus perrieri,2116.390297,931.4536747,142.1194772,370.616828,1.028486696,1.019318095,76.79411718,159.1619231,670.0758259,270.0402993
Primates,Indriidae,Propithecus,tattersalli,0,0,Propithecus tattersalli,3531.39,1642,148.0069992,507.6976662,1.02212859,0.83421767,97.47,152.13,966.7320214,240
Primates,Indriidae,Propithecus,verreauxi,0,0,Propithecus verreauxi,3588.26,943.94,149.77,365,1.02,1,102.65,177.83,979.2471858,247.2
Rodentia,Sciuridae,Prosciurillus,abstrusus,0,0,Prosciurillus abstrusus,136.6612595,311.8628705,38.32445465,134.5929375,2.518467856,1.953394554,7.017146344,72.01005253,54.75415374,111.2434346
Rodentia,Sciuridae,Prosciurillus,leucomus,0,0,Prosciurillus leucomus,146.4348785,339.945391,37.98552602,132.9551437,2.595608953,1.920276875,6.962646552,73.7290264,59.44941225,114.5314486
Rodentia,Sciuridae,Prosciurillus,murinus,0,0,Prosciurillus murinus,144.176244,332.4644209,37.93951448,133.5044551,2.628251867,1.945032565,6.773071836,75.08545953,56.7478808,115.718904
Rodentia,Sciuridae,Prosciurillus,rosenbergii,0,0,Prosciurillus rosenbergii,145.9894117,344.6229029,38.35262209,132.3976523,2.555367845,1.91049262,7.083022163,73.67716333,59.47047347,115.4490771
Rodentia,Sciuridae,Prosciurillus,weberi,0,0,Prosciurillus weberi,133.6942803,334.0668403,36.99489656,132.922753,2.560236404,1.90800231,6.886630264,73.64530462,56.36019957,113.56357
Carnivora,Hyaenidae,Proteles,cristata,0,0,Proteles cristata,8139.39,631.37,90.62,305.1460662,2.64,1.205531769,275,125.73,2240.195199,300
Rodentia,Muridae,Protochromys,fellowsi,0,0,Protochromys fellowsi,78.99,66.01368547,25.51246531,41.8874413,2.68,3.550024643,4.991726724,20,29.31846228,48.44424758
