"","Order","Family","Genus","Species","Outcome_Binary","Outcome_Count","binom","AdultMass_g","SexMat_d","Gest_d","IBI_d","LitterSize","Litters_Yr","BirthWt_g","Wean_d","WeanWt_g","MaxLong_m","log_AdultBodyMass","log_GestationLen","log_LitterSize","log_NeonateBodyMass","log_InterbirthInterval","log_WeaningAge","log_SexualMaturityAge","res.GestationLen","res.LitterSize","res.NeonateBodyMass","res.InterbirthInterval","res.WeaningAge","res.SexualMaturityAge","PC1","PC2","PC3","PC4","PC5","PC6"
"1","Rodentia","Muridae","Apodemus","agrarius",1,3,"Apodemus agrarius",21.11,76.04,19.89,19.5,5.64,3.5,1.8,27,10.19393906,48,3.04974686186023,2.99021709286588,1.72988406550997,0.587786664902119,2.9704144655697,3.29583686600433,4.33125951762023,-0.690397316890482,0.857017443339743,0.0577057261930464,-1.425892562106,-0.173320575870222,-0.650249616204637,-2.29074287874557,-0.13215971818727,0.231859710886679,-1.0427061353598,0.381151130849147,0.313294083752991
"2","Rodentia","Muridae","Apodemus","argenteus",1,1,"Apodemus argenteus",12.4,61,25.8392213,37.31293824,4.1,3.39208127,1.222479206,22.09382184,5.788974112,60,2.51769647261099,3.2518935430114,1.41098697371026,0.200880932815275,3.61934013620948,3.09529801468986,4.11087386417331,-0.350411010114247,0.504947569776126,0.0965093761658512,-0.683654744417771,-0.275157047572027,-0.758571900952473,-1.54077162226354,-0.313322324172606,0.111925206763009,-0.42391877244341,-0.181343325075467,-0.013094194529532
"3","Rodentia","Muridae","Apodemus","flavicollis",1,3,"Apodemus flavicollis",31.6,43.27,24.5,38.75,4.94,3,2.3,22,8.7,48,3.45315712059287,3.19867311755068,1.59736533119983,0.832909122935104,3.65713075579936,3.09104245335832,3.76745955423679,-0.541317246366743,0.749650914055274,-0.019952393385449,-0.809927234829531,-0.452952923608606,-1.2990180590304,-2.33808972232496,-0.386244139556634,0.158549177404081,-0.473130234844857,-0.519739781974503,-0.193691623136297
"4","Rodentia","Muridae","Apodemus","peninsulae",1,1,"Apodemus peninsulae",32.9,72.10240321,24.15798424,36.85153418,4.41,3.182242152,2,23.81325663,10.76899648,52.8,3.49347265777133,3.18461493581099,1.48387468945875,0.693147180559945,3.6068972508759,3.17024242687031,4.27808737535816,-0.561309271968167,0.638673903623457,-0.191971999257133,-0.867231365786431,-0.381232015116117,-0.796881717284692,-1.9981904865078,-0.147402855935851,0.147538118053485,-0.384596748155295,-0.0529650321900756,0.0433207203508694
"5","Rodentia","Muridae","Apodemus","ponticus",1,1,"Apodemus ponticus",31.6,78.49225834,27.84694623,34.49780784,3.618513843,2.692845038,2.464927319,26.62208001,11.59686887,61.42496382,3.45315712059287,3.32672330973286,1.28606340093508,0.902162321867259,3.54089578114894,3.28174094702937,4.36300000005249,-0.413267054184568,0.43834898379052,0.049300805546706,-0.926162209479945,-0.26225442993755,-0.703477613214703,-1.63553903225913,-0.326618978107599,-0.0740717739473007,-0.493538951830616,0.0432677776508931,0.0993670039778379
"6","Rodentia","Muridae","Apodemus","speciosus",1,1,"Apodemus speciosus",43.75,78.6311304,26.32851081,35.4999494,4.47,2.870195219,3.089122999,25.7208734,15.12255828,63.6,3.77849161280362,3.2706524132304,1.49738840862548,1.12788723153154,3.56953127112824,3.24730285680219,4.36476768209238,-0.51722232020612,0.669958254641875,0.0147158865934778,-0.954584585802196,-0.357046368596949,-0.7702336648056,-1.97982529765035,-0.270989040780324,0.200853967571634,-0.518128240064783,-0.000617428816742649,0.100337209492641
"7","Rodentia","Muridae","Apodemus","sylvaticus",1,3,"Apodemus sylvaticus",21.9,57.93,23.68,41.28,5.16,3.75,1.5,19.36,8.999023629,52.8,3.08648663682246,3.1646308100158,1.64093657949347,0.405465108108164,3.72037812117331,2.96320908184843,4.05923538510853,-0.521391144904167,0.770360643622103,-0.154012420118243,-0.682372407625977,-0.512764073891143,-0.930012081458205,-2.11426910190188,-0.213355694765911,0.391526258124593,-0.246580263650925,-0.312200519666706,-0.038628468362393
"8","Rodentia","Cricetidae","Arvicola","amphibius",1,1,"Arvicola amphibius",120,48.43,21.24,22,4.76,3.5,5.29,14,26.1702762,60,4.78749174278205,3.05588619637374,1.56024766824333,1.66581824587021,3.09104245335832,2.63905732961526,3.88011945641514,-0.880498259288623,0.795727610348345,-0.254684191215254,-1.61003402684738,-1.15247475641138,-1.46740302732953,-3.5902110578896,-0.822520492791904,-0.0570607421377896,0.00321302928113376,-0.0154761140855062,0.168378321457637
"9","Erinaceomorpha","Erinaceidae","Atelerix","albiventris",1,1,"Atelerix albiventris",293.44,116.45,35.99,365,3.98,1,8,59.27,99.47658451,136.8,5.6816731890681,3.58324112209094,1.38128181929635,2.07944154167984,5.89989735358249,4.08210327579975,4.75746199633035,-0.484753463503002,0.672513033413307,-0.556522134864038,1.04199739897413,0.124688712593013,-0.778397883878276,-0.651340874963364,0.915904527065933,0.813979231257155,-0.0222912044664116,-1.13008514701532,-1.10296928942147
"10","Erinaceomorpha","Erinaceidae","Atelerix","algirus",1,1,"Atelerix algirus",903.98,217.7200271,39.25,132.7190172,2.5,2,15.03769375,39.7,164.8452047,84,6.80680723625363,3.66995144422842,0.916290731874155,2.71055996567332,4.88823424079148,3.68135118769314,5.38320995803779,-0.563646038580147,0.277672869581712,-0.825657013262045,-0.166994154460809,-0.484790612789652,-0.389631821090808,-1.28641090621983,0.326690872841014,0.0621536421090125,0.499214522323782,-0.0158819305590278,-0.153605376029943
